date,time,temperature,weather,wind_speed,wind_direction,humidity,barometer,visibility
20210613,05:00,24,Partly sunny,0,Wind blowing from 0° North to South,100%,1009,9
20210613,06:00,24,Rain,2,Wind blowing from 300° West-northwest to East-southeast,100%,1009,5
20210613,07:00,24,Rain,2,Wind blowing from 60° East-northeast to West-southwest,100%,1009,4
20210613,08:00,24,Light rain,6,Wind blowing from 180° South to North,100%,1009,8
20210613,09:00,26,Sunny,2,Wind blowing from 0° North to South,100%,1009,16
20210613,10:00,27,Partly sunny,2,Wind blowing from 0° North to South,89%,1009,N/A
20210613,11:00,26,Light rain,6,Wind blowing from 170° South to North,94%,1009,N/A
20210613,12:00,26,Light rain,9,Wind blowing from 180° South to North,100%,1009,N/A
20210613,13:00,26,Light rain,6,Wind blowing from 180° South to North,94%,1008,N/A
20210613,14:00,26,Light rain,6,Wind blowing from 160° South-southeast to North-northwest,100%,1007,N/A
20210613,15:00,26,Partly sunny,9,Wind blowing from 200° South-southwest to North-northeast,100%,1006,N/A
20210613,16:00,26,Light rain,6,Wind blowing from 160° South-southeast to North-northwest,100%,1006,N/A
20210613,17:00,26,Light rain,6,Wind blowing from 170° South to North,100%,1005,N/A
20210613,18:00,26,Broken clouds,6,Wind blowing from 150° South-southeast to North-northwest,100%,1005,N/A
20210613,19:00,25,Partly sunny,6,Wind blowing from 180° South to North,100%,1005,N/A
20210613,20:00,25,Passing clouds,6,Wind blowing from 140° Southeast to Northwest,100%,1005,N/A
20210613,21:00,25,Passing clouds,2,Wind blowing from 0° North to South,100%,1006,N/A
20210613,22:00,24,Clear,2,Wind blowing from 0° North to South,100%,1006,16
20210613,23:00,25,Clear,6,Wind blowing from 160° South-southeast to North-northwest,100%,1005,16
20210614,00:00,24,Clear,2,Wind blowing from 0° North to South,100%,1004,16
20210614,01:00,25,Passing clouds,6,Wind blowing from 130° Southeast to Northwest,100%,1004,N/A
20210614,02:00,24,Clear,6,Wind blowing from 110° East-southeast to West-northwest,100%,1003,16
20210614,03:00,24,Clear,6,Wind blowing from 130° Southeast to Northwest,100%,1003,16
20210614,04:00,24,Clear,6,Wind blowing from 110° East-southeast to West-northwest,100%,1003,16
20210614,05:00,24,Sunny,6,Wind blowing from 120° East-southeast to West-northwest,100%,1003,16
20210614,06:00,24,Sunny,6,Wind blowing from 130° Southeast to Northwest,100%,1003,16
20210614,07:00,25,Sunny,6,Wind blowing from 130° Southeast to Northwest,100%,1003,16
20210614,08:00,26,Passing clouds,6,Wind blowing from 150° South-southeast to North-northwest,94%,1003,N/A
20210614,09:00,27,Scattered clouds,9,Wind blowing from 160° South-southeast to North-northwest,94%,1003,N/A
20210614,10:00,28,Passing clouds,9,Wind blowing from 140° Southeast to Northwest,89%,1002,N/A
20210614,11:00,30,Passing clouds,6,Wind blowing from 170° South to North,79%,1002,N/A
20210614,12:00,31,Sunny,13,Wind blowing from 230° Southwest to Northeast,75%,1002,16
20210614,13:00,31,Passing clouds,13,Wind blowing from 260° West to East,75%,1001,N/A
20210614,14:00,31,Scattered clouds,9,Wind blowing from 240° West-southwest to East-northeast,75%,1001,N/A
20210614,15:00,32,Passing clouds,6,Wind blowing from 210° South-southwest to North-northeast,71%,1000,N/A
20210614,16:00,32,Passing clouds,6,Wind blowing from 240° West-southwest to East-northeast,71%,999,N/A
20210614,17:00,32,Sunny,6,Wind blowing from 180° South to North,71%,999,16
20210614,18:00,31,Scattered clouds,6,Wind blowing from 0° North to South,79%,999,N/A
20210614,19:00,27,Broken clouds,9,Wind blowing from 130° Southeast to Northwest,94%,999,N/A
20210614,20:00,26,Clear,9,Wind blowing from 60° East-northeast to West-southwest,100%,1000,8
20210614,21:00,27,Fog,9,Wind blowing from 70° East-northeast to West-southwest,100%,999,5
20210614,22:00,27,Fog,2,Wind blowing from 0° North to South,100%,999,3
20210614,23:00,27,Clear,9,Wind blowing from 150° South-southeast to North-northwest,100%,999,16
20210615,00:00,27,Passing clouds,6,Wind blowing from 240° West-southwest to East-northeast,100%,999,N/A
20210615,01:00,27,Clear,2,Wind blowing from 220° Southwest to Northeast,100%,998,8
20210615,02:00,26,Clear,6,Wind blowing from 140° Southeast to Northwest,100%,996,16
20210615,03:00,27,Passing clouds,6,Wind blowing from 180° South to North,100%,996,N/A
20210615,04:00,28,Passing clouds,6,Wind blowing from 270° West to East,89%,996,N/A
20210615,05:00,27,Sunny,2,Wind blowing from 0° North to South,94%,996,16
20210615,06:00,27,Sunny,2,Wind blowing from 0° North to South,100%,997,16
20210615,07:00,28,Sunny,9,Wind blowing from 240° West-southwest to East-northeast,89%,997,16
20210615,08:00,28,Sunny,13,Wind blowing from 250° West-southwest to East-northeast,89%,997,16
20210615,09:00,29,Sunny,9,Wind blowing from 260° West to East,89%,998,16
20210615,10:00,32,Sunny,28,Wind blowing from 250° West-southwest to East-northeast,75%,998,16
20210615,11:00,31,Light rain,17,Wind blowing from 260° West to East,79%,998,N/A
20210615,12:00,29,Sprinkles,9,Wind blowing from 280° West to East,94%,998,N/A
20210615,13:00,33,Partly sunny,13,Wind blowing from 290° West-northwest to East-southeast,75%,997,N/A
20210615,14:00,32,Partly sunny,9,Wind blowing from 260° West to East,75%,997,N/A
20210615,15:00,32,Partly sunny,17,Wind blowing from 230° Southwest to Northeast,79%,997,N/A
20210615,16:00,30,Sunny,13,Wind blowing from 260° West to East,84%,997,16
20210615,17:00,31,Passing clouds,9,Wind blowing from 260° West to East,79%,997,N/A
20210615,18:00,30,Passing clouds,9,Wind blowing from 270° West to East,79%,997,N/A
20210615,19:00,28,Scattered clouds,9,Wind blowing from 340° North-northwest to South-southeast,94%,998,N/A
20210615,20:00,27,Rain showers,9,Wind blowing from 350° North to South,100%,998,6
20210615,21:00,27,Passing clouds,2,Wind blowing from 0° North to South,100%,999,N/A
20210615,22:00,26,Passing clouds,6,Wind blowing from 20° North-northeast to South-southwest,100%,1000,N/A
20210615,23:00,26,Rain showers,2,Wind blowing from 0° North to South,100%,1000,5
20210616,00:00,25,Mostly cloudy,6,Wind blowing from 60° East-northeast to West-southwest,100%,1000,9
20210616,01:00,24,Mostly cloudy,6,Wind blowing from 20° North-northeast to South-southwest,100%,1000,N/A
20210616,02:00,24,Passing clouds,6,Wind blowing from 60° East-northeast to West-southwest,100%,1000,N/A
20210616,03:00,23,Passing clouds,9,Wind blowing from 50° Northeast to Southwest,100%,1001,N/A
20210616,04:00,23,Passing clouds,6,Wind blowing from 60° East-northeast to West-southwest,100%,1001,N/A
20210616,05:00,23,Partly sunny,6,Wind blowing from 30° North-northeast to South-southwest,100%,1001,7
20210616,06:00,23,Partly sunny,6,Wind blowing from 50° Northeast to Southwest,100%,1002,6
20210616,07:00,23,Partly sunny,6,Wind blowing from 50° Northeast to Southwest,100%,1003,8
20210616,08:00,24,Partly sunny,6,Wind blowing from 50° Northeast to Southwest,94%,1003,N/A
20210616,09:00,25,Partly sunny,9,Wind blowing from 50° Northeast to Southwest,89%,1003,N/A
20210616,10:00,25,Partly sunny,9,Wind blowing from 70° East-northeast to West-southwest,89%,1004,N/A
20210616,11:00,26,Partly sunny,9,Wind blowing from 80° East to West,84%,1004,N/A
20210616,12:00,27,Partly sunny,6,Wind blowing from 100° East to West,79%,1003,N/A
20210616,13:00,28,Partly sunny,13,Wind blowing from 70° East-northeast to West-southwest,79%,1003,N/A
20210616,14:00,27,Partly sunny,13,Wind blowing from 80° East to West,79%,1003,N/A
20210616,15:00,27,Partly sunny,6,Wind blowing from 60° East-northeast to West-southwest,79%,1003,N/A
20210616,16:00,27,Partly sunny,6,Wind blowing from 20° North-northeast to South-southwest,79%,1003,N/A
20210616,17:00,25,Light rain,9,Wind blowing from 60° East-northeast to West-southwest,100%,1003,6
20210616,18:00,25,Fog,2,Wind blowing from 0° North to South,100%,1002,5
20210616,19:00,25,Clear,6,Wind blowing from 40° Northeast to Southwest,100%,1003,6
20210616,20:00,25,Fog,6,Wind blowing from 50° Northeast to Southwest,100%,1004,4
20210616,21:00,25,Fog,6,Wind blowing from 50° Northeast to Southwest,100%,1004,5
20210616,22:00,25,Fog,6,Wind blowing from 60° East-northeast to West-southwest,100%,1004,5
20210616,23:00,26,Fog,13,Wind blowing from 100° East to West,89%,1004,5
20210617,00:00,26,Fog,9,Wind blowing from 90° East to West,89%,1004,5
20210617,01:00,25,Overcast,6,Wind blowing from 70° East-northeast to West-southwest,100%,1003,6
20210617,02:00,25,Overcast,9,Wind blowing from 100° East to West,100%,1003,6
20210617,03:00,25,Fog,6,Wind blowing from 60° East-northeast to West-southwest,100%,1002,3
20210617,04:00,24,Fog,6,Wind blowing from 90° East to West,100%,1002,2
20210617,05:00,24,Fog,2,Wind blowing from 40° Northeast to Southwest,100%,1003,2
20210617,06:00,24,Fog,6,Wind blowing from 50° Northeast to Southwest,100%,1003,2
20210617,07:00,24,Fog,6,Wind blowing from 50° Northeast to Southwest,100%,1004,2
20210617,08:00,24,Light rain,6,Wind blowing from 40° Northeast to Southwest,100%,1004,2
20210617,09:00,24,Fog,6,Wind blowing from 50° Northeast to Southwest,100%,1004,2
20210617,10:00,24,Fog,6,Wind blowing from 40° Northeast to Southwest,100%,1004,3
20210617,11:00,24,Light rain,6,Wind blowing from 50° Northeast to Southwest,100%,1004,3
20210617,12:00,25,Light rain,6,Wind blowing from 40° Northeast to Southwest,100%,1003,4
20210617,13:00,25,Fog,2,Wind blowing from 0° North to South,100%,1003,5
20210617,14:00,26,Fog,6,Wind blowing from 50° Northeast to Southwest,100%,1003,4
20210617,15:00,26,Fog,2,Wind blowing from 0° North to South,100%,1003,4
20210617,16:00,26,Fog,2,Wind blowing from 0° North to South,100%,1003,3
20210617,17:00,26,Fog,6,Wind blowing from 40° Northeast to Southwest,100%,1003,3
20210617,18:00,25,Fog,2,Wind blowing from 0° North to South,100%,1003,2
20210617,19:00,25,Fog,0,Wind blowing from 0° North to South,100%,1003,2
20210617,20:00,25,Fog,2,Wind blowing from 0° North to South,100%,1004,2
20210617,21:00,25,Fog,6,Wind blowing from 330° North-northwest to South-southeast,100%,1004,2
20210617,22:00,25,Fog,2,Wind blowing from 0° North to South,100%,1005,3
20210617,23:00,25,Fog,2,Wind blowing from 0° North to South,100%,1005,4
20210618,00:00,25,Fog,2,Wind blowing from 0° North to South,100%,1004,3
20210618,01:00,25,Fog,2,Wind blowing from 0° North to South,100%,1003,3
20210618,02:00,24,Fog,6,Wind blowing from 290° West-northwest to East-southeast,100%,1003,3
20210618,03:00,24,Fog,6,Wind blowing from 300° West-northwest to East-southeast,100%,1003,3
20210618,04:00,24,Fog,2,Wind blowing from 0° North to South,100%,1003,3
20210618,05:00,24,Fog,6,Wind blowing from 300° West-northwest to East-southeast,100%,1003,4
20210618,06:00,24,Fog,2,Wind blowing from 0° North to South,100%,1004,4
20210618,07:00,24,Fog,2,Wind blowing from 300° West-northwest to East-southeast,100%,1004,4
20210618,08:00,24,Light rain,9,Wind blowing from 300° West-northwest to East-southeast,100%,1004,4
20210618,09:00,24,Fog,9,Wind blowing from 300° West-northwest to East-southeast,100%,1004,5
20210618,10:00,24,Fog,9,Wind blowing from 320° Northwest to Southeast,100%,1004,5
20210618,11:00,24,Mostly cloudy,9,Wind blowing from 320° Northwest to Southeast,100%,1004,7
20210618,12:00,23,Light rain,9,Wind blowing from 310° Northwest to Southeast,100%,1004,3
20210618,13:00,23,Light rain,9,Wind blowing from 310° Northwest to Southeast,100%,1004,3
20210618,14:00,23,Light rain,9,Wind blowing from 330° North-northwest to South-southeast,100%,1004,6
20210618,15:00,23,Light rain,9,Wind blowing from 350° North to South,100%,1004,2
20210618,16:00,23,Light rain,2,Wind blowing from 0° North to South,100%,1004,3
20210618,17:00,22,Light rain,2,Wind blowing from 0° North to South,100%,1004,4
20210618,18:00,22,More clouds than sun,2,Wind blowing from 0° North to South,100%,1004,6
20210618,19:00,22,Rain,6,Wind blowing from 0° North to South,100%,1004,4
20210618,20:00,21,Light rain,6,Wind blowing from 70° East-northeast to West-southwest,100%,1005,6
20210618,21:00,21,Mostly cloudy,6,Wind blowing from 50° Northeast to Southwest,100%,1005,6
20210618,22:00,21,Mostly cloudy,2,Wind blowing from 0° North to South,100%,1005,8
20210618,23:00,21,Passing clouds,2,Wind blowing from 0° North to South,100%,1005,8
20210619,00:00,21,Light rain,2,Wind blowing from 0° North to South,100%,1005,8
20210619,01:00,21,Light rain,0,Wind blowing from 0° North to South,100%,1004,6
20210619,02:00,21,Clear,2,Wind blowing from 0° North to South,100%,1004,6
20210619,03:00,21,Fog,2,Wind blowing from 260° West to East,100%,1003,5
20210619,04:00,21,Fog,2,Wind blowing from 300° West-northwest to East-southeast,100%,1003,5
20210619,05:00,21,Fog,2,Wind blowing from 240° West-southwest to East-northeast,100%,1004,4
20210619,06:00,21,Fog,2,Wind blowing from 270° West to East,100%,1004,4
20210619,07:00,21,Fog,2,Wind blowing from 260° West to East,100%,1004,4
20210619,08:00,22,Fog,6,Wind blowing from 250° West-southwest to East-northeast,100%,1005,5
20210619,09:00,22,Fog,9,Wind blowing from 230° Southwest to Northeast,94%,1005,5
20210619,10:00,22,Light rain,6,Wind blowing from 260° West to East,94%,1005,4
20210619,11:00,22,Fog,6,Wind blowing from 220° Southwest to Northeast,94%,1005,5
20210619,12:00,23,Sunny,9,Wind blowing from 180° South to North,78%,1004,16
20210619,13:00,23,Scattered clouds,6,Wind blowing from 190° South to North,74%,1004,N/A
20210619,14:00,24,Scattered clouds,9,Wind blowing from 240° West-southwest to East-northeast,78%,1004,N/A
20210619,15:00,24,Scattered clouds,6,Wind blowing from 230° Southwest to Northeast,78%,1003,N/A
20210619,16:00,25,Passing clouds,6,Wind blowing from 250° West-southwest to East-northeast,65%,1003,N/A
20210619,17:00,25,Sunny,6,Wind blowing from 240° West-southwest to East-northeast,69%,1003,16
20210619,18:00,23,Sunny,6,Wind blowing from 240° West-southwest to East-northeast,78%,1003,16
20210619,19:00,23,Sunny,6,Wind blowing from 200° South-southwest to North-northeast,78%,1003,16
20210619,20:00,22,Clear,2,Wind blowing from 160° South-southeast to North-northwest,88%,1003,16
20210619,21:00,22,Clear,6,Wind blowing from 210° South-southwest to North-northeast,78%,1003,16
20210619,22:00,21,Clear,2,Wind blowing from 290° West-northwest to East-southeast,94%,1004,16
20210619,23:00,21,Clear,2,Wind blowing from 250° West-southwest to East-northeast,100%,1003,16
20210620,00:00,21,Clear,2,Wind blowing from 0° North to South,100%,1003,16
20210620,01:00,21,Clear,0,Wind blowing from 0° North to South,100%,1003,16
20210620,02:00,21,Clear,0,Wind blowing from 0° North to South,100%,1002,8
20210620,03:00,21,Clear,0,Wind blowing from 0° North to South,100%,1002,8
20210620,04:00,21,Clear,2,Wind blowing from 0° North to South,100%,1002,8
20210620,05:00,21,Clear,0,Wind blowing from 0° North to South,100%,1002,6
20210620,06:00,21,Fog,0,Wind blowing from 0° North to South,100%,1003,5
20210620,07:00,22,Clear,2,Wind blowing from 0° North to South,94%,1003,6
20210620,08:00,23,Clear,6,Wind blowing from 160° South-southeast to North-northwest,83%,1003,7
20210620,09:00,25,Passing clouds,6,Wind blowing from 120° East-southeast to West-northwest,69%,1003,N/A
20210620,10:00,26,Passing clouds,6,Wind blowing from 150° South-southeast to North-northwest,70%,1003,N/A
20210620,11:00,27,Passing clouds,9,Wind blowing from 160° South-southeast to North-northwest,66%,1003,N/A
20210620,12:00,27,Scattered clouds,6,Wind blowing from 0° North to South,62%,1003,N/A
20210620,13:00,28,Scattered clouds,9,Wind blowing from 180° South to North,62%,1003,8
20210620,14:00,29,Scattered clouds,9,Wind blowing from 130° Southeast to Northwest,55%,1002,8
20210620,15:00,29,Scattered clouds,6,Wind blowing from 90° East to West,55%,1002,N/A
20210620,16:00,29,Scattered clouds,9,Wind blowing from 60° East-northeast to West-southwest,58%,1002,N/A
20210620,17:00,29,Passing clouds,13,Wind blowing from 100° East to West,51%,1002,N/A
20210620,18:00,27,Passing clouds,6,Wind blowing from 150° South-southeast to North-northwest,62%,1002,N/A
20210620,19:00,27,Passing clouds,6,Wind blowing from 160° South-southeast to North-northwest,58%,1003,N/A
20210620,20:00,26,Passing clouds,6,Wind blowing from 150° South-southeast to North-northwest,65%,1003,N/A
20210620,21:00,26,Passing clouds,6,Wind blowing from 140° Southeast to Northwest,65%,1004,N/A
20210620,22:00,25,Clear,6,Wind blowing from 130° Southeast to Northwest,74%,1004,16
20210620,23:00,24,Clear,9,Wind blowing from 130° Southeast to Northwest,78%,1004,16
20210621,00:00,24,Passing clouds,6,Wind blowing from 160° South-southeast to North-northwest,83%,1003,N/A
20210621,01:00,24,Clear,2,Wind blowing from 0° North to South,83%,1003,16
20210621,02:00,23,Clear,2,Wind blowing from 0° North to South,100%,1003,16
20210621,03:00,23,Clear,2,Wind blowing from 0° North to South,100%,1003,7
20210621,04:00,23,Clear,2,Wind blowing from 70° East-northeast to West-southwest,100%,1003,6
20210621,05:00,22,Fog,6,Wind blowing from 70° East-northeast to West-southwest,100%,1003,4
20210621,06:00,23,Fog,2,Wind blowing from 50° Northeast to Southwest,100%,1004,4
20210621,07:00,24,Fog,6,Wind blowing from 60° East-northeast to West-southwest,94%,1004,5
20210621,08:00,26,Passing clouds,6,Wind blowing from 100° East to West,74%,1005,N/A
20210621,09:00,28,Passing clouds,6,Wind blowing from 100° East to West,58%,1005,N/A
20210621,10:00,29,Passing clouds,9,Wind blowing from 110° East-southeast to West-northwest,48%,1005,N/A
20210621,11:00,30,Passing clouds,9,Wind blowing from 130° Southeast to Northwest,49%,1005,N/A
20210621,12:00,30,Passing clouds,9,Wind blowing from 140° Southeast to Northwest,40%,1004,N/A
20210621,13:00,31,Passing clouds,13,Wind blowing from 130° Southeast to Northwest,35%,1004,N/A
20210621,14:00,31,Passing clouds,9,Wind blowing from 110° East-southeast to West-northwest,38%,1004,N/A
20210621,15:00,31,Passing clouds,13,Wind blowing from 110° East-southeast to West-northwest,38%,1004,N/A
20210621,16:00,31,Passing clouds,13,Wind blowing from 140° Southeast to Northwest,35%,1004,N/A
20210621,17:00,31,Passing clouds,9,Wind blowing from 140° Southeast to Northwest,38%,1004,N/A
20210621,18:00,29,Passing clouds,9,Wind blowing from 160° South-southeast to North-northwest,45%,1003,N/A
20210621,19:00,28,Passing clouds,6,Wind blowing from 150° South-southeast to North-northwest,45%,1004,N/A
20210621,20:00,27,Passing clouds,6,Wind blowing from 140° Southeast to Northwest,51%,1004,N/A
20210621,21:00,27,Passing clouds,6,Wind blowing from 140° Southeast to Northwest,54%,1005,N/A
20210621,22:00,24,Clear,2,Wind blowing from 0° North to South,74%,1005,16
20210621,23:00,22,Clear,2,Wind blowing from 110° East-southeast to West-northwest,88%,1006,16
20210622,00:00,21,Clear,2,Wind blowing from 70° East-northeast to West-southwest,94%,1006,16
20210622,01:00,21,Clear,0,Wind blowing from 0° North to South,100%,1005,16
20210622,02:00,21,Clear,2,Wind blowing from 0° North to South,100%,1005,16
20210622,03:00,20,Clear,0,Wind blowing from 0° North to South,100%,1005,16
20210622,04:00,20,Clear,2,Wind blowing from 0° North to South,100%,1006,16
20210622,05:00,21,Sunny,6,Wind blowing from 120° East-southeast to West-northwest,88%,1006,16
20210622,06:00,21,Clear,2,Wind blowing from 0° North to South,100%,1007,6
20210622,07:00,24,Clear,6,Wind blowing from 90° East to West,78%,1007,6
20210622,08:00,25,Clear,13,Wind blowing from 140° Southeast to Northwest,74%,1008,8
20210622,09:00,27,Passing clouds,13,Wind blowing from 120° East-southeast to West-northwest,58%,1008,N/A
20210622,10:00,28,Passing clouds,6,Wind blowing from 130° Southeast to Northwest,55%,1008,N/A
20210622,11:00,29,Passing clouds,9,Wind blowing from 120° East-southeast to West-northwest,43%,1008,N/A
20210622,12:00,31,Passing clouds,9,Wind blowing from 120° East-southeast to West-northwest,43%,1008,N/A
20210622,13:00,31,Passing clouds,9,Wind blowing from 90° East to West,43%,1007,N/A
20210622,14:00,32,Passing clouds,13,Wind blowing from 110° East-southeast to West-northwest,46%,1007,N/A
20210622,15:00,32,Passing clouds,13,Wind blowing from 120° East-southeast to West-northwest,43%,1007,N/A
20210622,16:00,32,Passing clouds,17,Wind blowing from 120° East-southeast to West-northwest,36%,1006,N/A
20210622,17:00,32,Passing clouds,13,Wind blowing from 110° East-southeast to West-northwest,36%,1006,N/A
20210622,18:00,30,Sunny,13,Wind blowing from 140° Southeast to Northwest,38%,1007,16
20210622,19:00,29,Passing clouds,9,Wind blowing from 120° East-southeast to West-northwest,43%,1007,N/A
20210622,20:00,27,Passing clouds,6,Wind blowing from 140° Southeast to Northwest,54%,1008,N/A
20210622,21:00,25,Clear,9,Wind blowing from 150° South-southeast to North-northwest,65%,1008,16
20210622,22:00,25,Clear,6,Wind blowing from 170° South to North,65%,1009,16
20210622,23:00,25,Clear,6,Wind blowing from 150° South-southeast to North-northwest,65%,1009,16
20210623,00:00,22,Clear,2,Wind blowing from 130° Southeast to Northwest,94%,1009,16
20210623,01:00,21,Clear,2,Wind blowing from 70° East-northeast to West-southwest,100%,1009,16
20210623,02:00,21,Clear,2,Wind blowing from 340° North-northwest to South-southeast,100%,1008,16
20210623,03:00,20,Clear,2,Wind blowing from 80° East to West,100%,1008,8
20210623,04:00,20,Clear,2,Wind blowing from 0° North to South,100%,1008,6
20210623,05:00,19,Fog,6,Wind blowing from 50° Northeast to Southwest,100%,1009,5
20210623,06:00,21,Clear,2,Wind blowing from 0° North to South,100%,1009,6
20210623,07:00,24,Passing clouds,6,Wind blowing from 60° East-northeast to West-southwest,78%,1010,N/A
20210623,08:00,26,Sunny,2,Wind blowing from 0° North to South,65%,1010,16
20210623,09:00,29,Passing clouds,6,Wind blowing from 70° East-northeast to West-southwest,55%,1010,N/A
20210623,10:00,30,Passing clouds,9,Wind blowing from 90° East to West,49%,1010,N/A
20210623,11:00,32,Passing clouds,13,Wind blowing from 110° East-southeast to West-northwest,38%,1010,N/A
20210623,12:00,33,Passing clouds,9,Wind blowing from 120° East-southeast to West-northwest,34%,1010,N/A
20210623,13:00,33,Passing clouds,13,Wind blowing from 110° East-southeast to West-northwest,36%,1009,N/A
20210623,14:00,34,Sunny,13,Wind blowing from 140° Southeast to Northwest,30%,1009,16
20210623,15:00,34,Sunny,20,Wind blowing from 120° East-southeast to West-northwest,28%,1008,16
20210623,16:00,34,Sunny,17,Wind blowing from 120° East-southeast to West-northwest,26%,1008,16
20210623,17:00,33,Sunny,17,Wind blowing from 130° Southeast to Northwest,32%,1008,16
20210623,18:00,32,Sunny,13,Wind blowing from 130° Southeast to Northwest,33%,1008,16
20210623,19:00,30,Sunny,9,Wind blowing from 150° South-southeast to North-northwest,43%,1008,16
20210623,20:00,29,Clear,9,Wind blowing from 130° Southeast to Northwest,48%,1009,16
20210623,21:00,28,Clear,6,Wind blowing from 140° Southeast to Northwest,51%,1010,16
20210623,22:00,28,Clear,9,Wind blowing from 120° East-southeast to West-northwest,55%,1010,16
20210623,23:00,27,Clear,6,Wind blowing from 170° South to North,58%,1009,16
20210624,00:00,26,Clear,6,Wind blowing from 150° South-southeast to North-northwest,61%,1009,16
20210624,01:00,26,Clear,9,Wind blowing from 100° East to West,54%,1009,16
20210624,02:00,25,Clear,6,Wind blowing from 60° East-northeast to West-southwest,61%,1008,16
20210624,03:00,25,Clear,2,Wind blowing from 0° North to South,57%,1008,16
20210624,04:00,24,Clear,2,Wind blowing from 0° North to South,65%,1008,16
20210624,05:00,24,Sunny,6,Wind blowing from 160° South-southeast to North-northwest,69%,1008,16
20210624,06:00,24,Sunny,6,Wind blowing from 70° East-northeast to West-southwest,74%,1008,16
20210624,07:00,25,Sunny,9,Wind blowing from 70° East-northeast to West-southwest,74%,1009,16
20210624,08:00,27,Passing clouds,9,Wind blowing from 90° East to West,66%,1009,N/A
20210624,09:00,29,Passing clouds,13,Wind blowing from 130° Southeast to Northwest,55%,1009,N/A
20210624,10:00,30,Passing clouds,9,Wind blowing from 120° East-southeast to West-northwest,55%,1008,N/A
20210624,11:00,32,Passing clouds,13,Wind blowing from 130° Southeast to Northwest,41%,1008,N/A
20210624,12:00,33,Passing clouds,13,Wind blowing from 120° East-southeast to West-northwest,38%,1008,N/A
20210624,13:00,34,Passing clouds,17,Wind blowing from 130° Southeast to Northwest,36%,1007,N/A
20210624,14:00,34,Sunny,20,Wind blowing from 120° East-southeast to West-northwest,34%,1006,16
20210624,15:00,34,Passing clouds,20,Wind blowing from 110° East-southeast to West-northwest,34%,1006,N/A
20210624,16:00,34,Sunny,20,Wind blowing from 120° East-southeast to West-northwest,34%,1006,16
20210624,17:00,33,Sunny,24,Wind blowing from 110° East-southeast to West-northwest,36%,1006,16
20210624,18:00,31,Sunny,20,Wind blowing from 110° East-southeast to West-northwest,43%,1006,16
20210624,19:00,30,Sunny,17,Wind blowing from 110° East-southeast to West-northwest,46%,1006,16
20210624,20:00,29,Clear,13,Wind blowing from 110° East-southeast to West-northwest,48%,1006,16
20210624,21:00,29,Passing clouds,17,Wind blowing from 120° East-southeast to West-northwest,48%,1007,N/A
20210624,22:00,28,Clear,17,Wind blowing from 130° Southeast to Northwest,55%,1007,16
20210624,23:00,28,Clear,20,Wind blowing from 120° East-southeast to West-northwest,55%,1007,16
20210625,00:00,27,Clear,17,Wind blowing from 130° Southeast to Northwest,62%,1007,16
20210625,01:00,26,Passing clouds,9,Wind blowing from 130° Southeast to Northwest,70%,1007,N/A
20210625,02:00,26,Passing clouds,6,Wind blowing from 150° South-southeast to North-northwest,74%,1006,N/A
20210625,03:00,26,Clear,9,Wind blowing from 120° East-southeast to West-northwest,74%,1006,16
20210625,04:00,25,Clear,6,Wind blowing from 120° East-southeast to West-northwest,79%,1006,16
20210625,05:00,25,Sunny,9,Wind blowing from 130° Southeast to Northwest,83%,1006,16
20210625,06:00,25,Passing clouds,9,Wind blowing from 120° East-southeast to West-northwest,79%,1006,N/A
20210625,07:00,26,Passing clouds,6,Wind blowing from 130° Southeast to Northwest,74%,1006,N/A
20210625,08:00,27,Passing clouds,9,Wind blowing from 120° East-southeast to West-northwest,70%,1007,N/A
20210625,09:00,28,Sunny,9,Wind blowing from 130° Southeast to Northwest,66%,1006,16
20210625,10:00,31,Passing clouds,9,Wind blowing from 130° Southeast to Northwest,52%,1006,N/A
20210625,11:00,32,Passing clouds,13,Wind blowing from 180° South to North,43%,1005,N/A
20210625,12:00,32,Sunny,13,Wind blowing from 190° South to North,43%,1005,16
20210625,13:00,31,Passing clouds,13,Wind blowing from 190° South to North,46%,1005,N/A
20210625,14:00,30,Light rain,9,Wind blowing from 260° West to East,59%,1005,N/A
20210625,15:00,25,Light rain,13,Wind blowing from 320° Northwest to Southeast,100%,1005,3
20210625,16:00,24,Clear,13,Wind blowing from 340° North-northwest to South-southeast,94%,1005,8
20210625,17:00,24,Passing clouds,6,Wind blowing from 350° North to South,94%,1005,N/A
20210625,18:00,24,Sunny,2,Wind blowing from 0° North to South,94%,1005,16
20210625,19:00,24,Sunny,2,Wind blowing from 0° North to South,100%,1005,16
20210625,20:00,24,Passing clouds,6,Wind blowing from 60° East-northeast to West-southwest,89%,1005,N/A
20210625,21:00,24,Clear,2,Wind blowing from 30° North-northeast to South-southwest,89%,1005,9
20210625,22:00,24,Light rain,6,Wind blowing from 300° West-northwest to East-southeast,100%,1006,6
20210625,23:00,23,Light rain,6,Wind blowing from 340° North-northwest to South-southeast,100%,1006,5
20210626,00:00,23,Fog,2,Wind blowing from 0° North to South,100%,1006,3
20210626,01:00,23,Fog,6,Wind blowing from 70° East-northeast to West-southwest,100%,1005,2
20210626,02:00,24,Overcast,9,Wind blowing from 130° Southeast to Northwest,100%,1005,7
20210626,03:00,24,Overcast,6,Wind blowing from 140° Southeast to Northwest,100%,1004,6
